N,P,K,temperature,humidity,ph,rainfall,label
91.80744779074814,38.124967537862226,43.16914262116909,20.627651050738127,80.38026115123186,6.943972622016887,275.3970180768309,rice
87.83896824374793,42.268588332428095,35.19882960212537,21.25149634136869,83.75364347246892,6.3238399970591805,257.18938840500937,rice
86.40789506870925,38.39801690837828,58.64595841989582,25.903175333566146,88.31531078767101,6.417581119351528,212.94000936416847,rice
69.9092395800463,40.679180359537845,52.735383313931074,20.115147909038047,81.74108960760374,5.569003963032629,156.1093203478455,rice
94.21842336044028,51.109735781400715,44.22521487261976,20.782673285208013,87.37423812675249,6.210207656170849,175.98028048650227,rice
77.35406596951893,41.955142031921206,48.47550294156649,25.08074920694115,80.67956014658067,6.061918921939707,243.87898735713546,rice
80.12545034320351,55.69469523564967,49.760808948568354,21.303475416651438,81.05853121100645,6.463628917309474,153.97669658124326,rice
83.43102325093852,58.20690724274873,47.26422533627637,23.105359409652173,89.6493232766353,6.187379335737275,231.84251839739022,rice
97.658592351061,41.58307913402323,58.83571691471742,27.24280513564851,82.93686702183945,5.604041951312748,165.11670020661398,rice
60.72887302606199,32.83328882267785,50.490203202490704,20.56950918768183,84.78463445440642,6.767312966454182,153.4907903603739,rice
92.57873930355743,38.455643243202,33.54494482864969,25.573897322913204,89.43414270169826,6.8162080202905795,260.26065657058285,rice
92.13923721539393,38.4610371771392,35.32318631339169,26.00491801312687,92.10252108900896,6.98575771300101,211.89265153671397,rice
74.88072343171133,53.29238882225991,40.22410620759054,27.44605860482852,92.87619127764518,6.143491041062528,262.6306601687246,rice
90.1817149633873,33.09371606507798,57.076587200386996,24.042018979582856,92.39686199161612,5.9800744015459175,284.3284842744301,rice
75.56806714936653,30.325129544408952,57.16145929257791,20.73029341428907,84.78970456385622,6.925092950576207,292.59107204063343,rice
82.93751552493144,48.95511636509398,43.45336565934959,22.345686173584518,84.92996818054874,6.508777684115557,262.85617941565204,rice
91.66316174903395,53.68854428383662,32.73618309146071,23.95536243762065,80.86338140024966,6.324293323485604,216.22957520600656,rice
95.508167310332,40.527450376562356,33.512010492828175,21.143933456422687,91.42265947576209,6.427327094974392,165.16840141841854,rice
63.364272244599896,51.0290739437736,32.182890190925804,26.57488047432285,90.59363340734744,5.62202317096285,162.72565711277878,rice
99.46558314004702,41.22812387268361,41.11926441200673,26.50239653806002,94.20872866075788,6.979001595734307,263.00672778884126,rice
75.05038342123663,32.50502150096006,53.3144074778231,24.46723399788644,86.36333013870464,6.8595315776421035,166.6796223459227,rice
79.70500417163436,30.34060934302257,44.05981925982379,20.450426205454697,81.78226874402108,5.676289370165657,247.38154531740952,rice
89.84179517061693,47.50106295291479,58.86517645423626,22.998964636189633,84.28568129422791,6.80289869228419,183.53937577791788,rice
98.52890157762445,30.36463424069449,59.09636480122917,20.34527929560461,93.36714670547107,6.29155166362945,298.94471941789504,rice
62.95186258941595,46.61562853203962,59.079076068572974,24.18478275336119,89.44097957202894,6.543623033476926,218.181159715166,rice
85.10232320336254,47.529429357693004,57.034740314729675,20.363571042731664,84.21444784388345,6.925617226114838,283.53956758363745,rice
78.22627011142852,48.6039779340461,38.32143548943398,21.50496927779009,86.95547607409974,6.0300283420390794,237.5484167776308,rice
63.10938547859939,59.23184422998499,59.586322334388086,25.585293712157963,88.04144549516181,5.964291424429492,272.0692529560423,rice
87.38924690215518,34.87850818034674,57.32781553481527,26.580297943385354,94.24699869937886,6.58857926258254,242.01227939036846,rice
76.72972145162475,57.9818545006204,55.98191668501225,20.361749360849515,80.39550461745878,6.0646950503170745,271.58299961727494,rice
99.49104517259778,34.512506733105845,47.82392146056405,23.047126853048173,94.54871596721905,6.763178384703563,275.74930570667067,rice
78.7477263917988,42.44458507012995,38.20221215792119,20.451003973207417,92.9708356438258,6.719351513695116,299.9576509929196,rice
99.86547348295622,46.66295116807882,53.06962245541531,27.558125839059425,92.74471086016118,5.871022152614796,217.58162029651402,rice
65.1663766060598,58.621530817761666,48.1852390335264,21.829142444027703,90.07551026608785,6.427192360686844,203.72440770492608,rice
64.54230368798517,50.14719586778399,45.6092310271138,26.178547133885115,87.8024525166799,6.77827225047781,232.78602581617284,rice
82.43751886141546,56.29960807975035,42.10448598637191,21.072121827605127,80.43174014470009,6.632705883510429,243.04643270301972,rice
88.16319072396894,36.388924845267326,34.09114426760309,20.116357325343056,85.25881338209895,6.38487653028195,208.83660676495984,rice
77.49899688094916,57.12476083481245,40.447664010699015,24.111915913278487,91.75479519111715,6.094814173481906,243.313005034181,rice
94.4945483498698,58.485618709729266,34.41220442787114,27.412701001291957,87.38174439619307,5.887366582448437,218.8703634357392,rice
99.20130301141909,44.77854281978609,39.86254830862525,25.067206834533806,83.60218428167289,5.613794992162996,169.3319582865974,rice
65.1218335583109,34.55708080536883,34.164815179482304,25.12699795842572,82.72820126598717,6.018500924985795,284.5182614859018,rice
78.95846561051489,50.02673215563081,35.169596136048895,21.538312150469366,80.61302924399719,5.7534025946082465,191.78855085479378,rice
67.08041937106987,32.66107601271167,33.61907613301803,23.686230144261806,83.0950057760869,6.0464047915721135,225.51259062822854,rice
87.61579314517462,31.179364195232967,53.98231196727128,25.023203115927263,81.22638547923307,6.810367936160166,288.130860079772,rice
62.44311839419455,38.30632944441611,54.18603839379184,25.986077523069266,82.76781529034567,5.814023985005066,205.5708154187073,rice
79.38091940764085,48.54764314590888,41.067409187093176,23.700277729065185,91.21206407200634,5.555024804335897,187.8655416516031,rice
88.5339834353821,56.856205130615976,45.35032326346998,24.256907882122526,81.60758017009664,6.171118550235182,229.89258996825347,rice
69.69882014538919,38.07729692848143,41.31852489313868,20.16056958222181,84.83118748374767,5.817172010494817,199.12460282668718,rice
64.79048527277004,56.71581842219685,47.80777360662146,25.43281855315592,91.83756857911007,6.247663298393586,163.03804321311355,rice
81.48426167274191,47.60523354062637,52.3631842255299,23.453276369837436,81.91370454193346,5.925663858698087,204.46234445979525,rice
85.83668965326405,47.12334914006736,40.68290177693539,27.89212199034384,89.0866222903533,5.855840187603992,165.26737089306056,rice
66.11436556737328,37.37873185153524,34.82044119778667,21.492536192410448,84.2764275304077,5.760060392942132,284.5148136939638,rice
63.20934982646569,45.73534168710764,42.31190480968985,27.859028935268853,81.68058353252079,6.096783398568612,295.42056499130535,rice
94.62028503575921,54.512162128478394,37.7370848113482,21.367100699120527,90.02964829886646,6.894063983691378,233.51443395208946,rice
82.864507578796,38.399372809808526,53.084787995758106,21.49634998846019,84.85518854606366,6.138154657924625,226.14155680266825,rice
69.69638929660321,33.445104742176106,48.31860127324897,22.309044425922046,88.71857332133918,5.731544072911303,222.17101527822263,rice
81.30357730206343,41.55470610467281,30.098128345817617,19.34414676938974,56.267499409455354,7.479920464779891,76.11769224873615,maize
92.3949778341854,47.63921964291291,40.44508166671788,25.602278598896866,66.91277481215688,6.443152377100317,80.59204570736343,maize
73.95473066171981,67.88587432743478,44.918582233631874,27.650269106665128,57.485944469710894,6.961734950407289,106.91702284105189,maize
67.24932264662641,41.99488802100333,42.23361947870177,23.74473113179912,71.83657553516544,5.779544753252579,99.76336559299452,maize
68.06509280190978,44.90967828597113,24.92797393792979,26.14574720231382,68.303944413924,6.546130849538239,77.94152420617513,maize
95.08802163252433,51.77335322267906,44.497983184147316,22.391349085702185,62.53888858849815,6.425359571339213,75.0688937082071,maize
89.90437520705004,55.081611702774374,26.96638085440452,26.995745732745682,62.67782442746423,6.587105722227977,105.32360554822735,maize
84.96951983655968,43.50694122125092,48.19496370840425,24.27708053071418,61.69811229314172,5.778544145326775,99.7012594635148,maize
84.80291023714054,56.00383275928965,46.816777491528725,25.885972112245305,58.033497594655024,6.123444135591097,72.42445699072329,maize
89.75785170290708,41.00597304207338,37.0966905461395,25.624586857406904,72.53531273523498,6.184163497431815,101.06286523360063,maize
64.42526947820829,65.39356875203555,23.824659869959472,21.972872905603673,70.94590731559107,5.799834854697547,71.46256976163207,maize
88.89010273572265,61.601096096382236,39.23442898655892,24.939484444671002,65.85448886695193,6.0035981178139055,77.28479967519597,maize
67.26390867205703,67.25351684000884,37.50175384298362,22.0085141676364,64.24011607288266,7.39456667922363,67.66757015580401,maize
83.44919328067189,55.17666036653398,38.343627063039435,18.181101838208406,72.44247817888302,7.364236564967225,88.25665917946044,maize
87.8660329550757,67.67498143531887,41.217159029401955,19.525390429142615,66.52576720333626,6.713430092765712,81.2065335651193,maize
89.45776942498891,68.03101044307044,47.767055387203285,22.508393714041322,57.264760916815106,7.469682397924669,101.94490432229671,maize
64.98650724813068,67.62525647852117,46.09689086186385,23.188380571260723,66.82550871489859,6.298005407740261,62.73808194110157,maize
73.40788966583604,64.08560345794035,20.138960690138084,21.334991716911443,62.96337387181887,6.5747912058758455,105.99278082063802,maize
73.85383977463844,50.40859605688683,42.125037443292456,22.522179408898072,59.49209645879964,6.404879032265387,67.04285101898999,maize
67.05547946024893,54.95103318218439,32.56776348513644,27.148459010681,62.24787798233266,6.661176700556087,91.61321439597651,maize
60.523778263533345,59.906121160501314,25.341079006092542,27.61070317469455,57.97325455506226,6.329248247454047,64.26748340393219,maize
99.87497007383789,55.065850309937275,37.86155051960131,18.670764773884276,69.99920940798356,5.919811186191172,104.90271447203568,maize
68.20558561928028,45.720631619909994,21.096490035442848,22.720669451099994,66.29682266525234,5.631417278856705,98.77638083475053,maize
78.13155338992111,55.7317080798274,33.222882408146845,22.00763060875326,66.19280662616436,5.810480491861425,69.09640652476355,maize
94.47142484054069,68.38346386400897,31.199279488392587,20.70744673143554,67.87999086478031,6.317468342196193,61.26931778301724,maize
66.24610389464762,61.47916686542193,39.76771825730454,18.270959925034834,59.43944323865899,5.962149593176143,93.59463717993643,maize
60.788421510174565,43.123257459537214,43.99748256119568,19.785446620543336,68.0549221570375,5.976365562093453,64.97206963796725,maize
69.72688763997816,61.66800795566978,45.67089404318857,26.302198645669918,62.943670592369095,6.836170273141292,70.24921477079104,maize
71.72590921044053,66.89007455563359,20.390057705322082,18.85508530854468,59.157725102920544,5.553064407747639,69.07177175448987,maize
83.32166243878768,52.642736517774935,46.780151332309245,26.17443561738441,61.83634703395752,6.018846866862585,78.98462040836334,maize
83.6117977005923,48.041909224686286,38.72446723547402,22.094116521912404,66.0409436170396,6.372253058270633,74.72328797709588,maize
97.93813227848626,62.908173824792826,24.203395272993575,26.68467975897913,64.74862396499027,7.289104453788183,99.99276279736577,maize
77.00854017876934,40.67407924960352,28.060320781548384,23.41634214660867,67.66956439652294,6.015775370866405,66.96780370364121,maize
93.39720947197196,69.53206542110657,35.770705469080575,19.716792858483036,60.44614653038738,5.536781353094933,105.71494032802495,maize
64.71004331560565,57.29549426542761,28.22165662061618,23.541780025157934,68.02840776703728,7.159483607414403,70.32106358803016,maize
60.43983314633922,44.10656890206422,47.00055925544315,26.738900775625154,66.94826204340616,6.701033720867307,93.25183372731277,maize
67.01485114493798,67.4323583777488,32.56311574676219,21.831385282494974,65.37835410565675,5.59393193355011,68.31416843780397,maize
89.52134465705481,42.483960037753796,38.09456328399165,20.45349109681321,62.78591228083953,6.0773874735414,77.78363582324747,maize
88.76183620736981,48.91365146869525,36.99213920890692,22.760504021990997,68.27342330725295,7.373659478649516,96.62860486051252,maize
68.59761514363026,40.93549405183854,27.867921328994754,23.95077930700255,56.02851626968501,6.492732494402473,89.84214244584446,maize
73.36975563267843,63.12736611237466,23.197947594013154,18.751377817358087,69.56377512407207,6.490982632412397,94.4201198213868,maize
77.39309354414985,47.3920609971732,44.57306953022599,25.99415878968979,68.89392941708854,6.044290274459925,89.51153334345435,maize
74.43895587760107,42.747462199799024,47.51940726386728,19.368186309189614,74.00474707641605,6.392011545915912,69.25664644193098,maize
81.67603789513433,66.18837507629225,41.96674659228684,26.0656114786145,68.17566733421435,6.884553129035705,102.45978257826596,maize
69.98672035436743,54.68274890929422,26.636283254588065,27.87668007996647,73.88118679373227,5.578853622737012,95.27875862578442,maize
97.00993269662663,45.417260353820005,37.038356916578884,27.15488297588042,55.67891957171598,6.89484053449368,74.86745036862754,maize
96.97584781506121,69.13174735496104,48.32799467340302,22.742142166574638,72.24085301978627,7.189098797070141,75.95502366216279,maize
93.1566189660271,41.11022904146478,37.888096354461595,20.30008837287703,57.41133771554558,5.653906403258418,94.81443879390699,maize
73.59499855072265,61.74300314586284,21.96069022396827,21.152903378306103,65.78982584750675,7.081446329677927,75.9376251466035,maize
85.03565505748037,66.57933244708562,38.47589564546914,20.329594747536337,55.48801563113076,7.24019774780186,61.063470542519354,maize
94.98806690736798,55.868114020816364,48.17203095538689,25.987832357736654,74.95868221066675,6.20142363090342,98.35941444655634,maize
76.07723654436968,54.396268609117264,38.8251638965511,26.736771141863386,74.6816693839859,7.036546827729037,80.8883391083667,maize
76.85428009108281,62.12746904766674,27.16331437304907,19.104741131313947,62.092443152815534,6.074477983308164,74.81540602279951,maize
69.3443100419964,41.26279568909086,20.536218042002414,27.877223897360317,63.55546267471725,6.268653294319363,93.9823641346535,maize
68.73015551460257,68.49883551850675,43.590350432466565,18.894110023122597,63.35161551569857,7.258236615124329,107.2366011145705,maize
78.69606044999479,58.40234167632123,25.011018382762256,27.911686261369766,59.63343402766887,7.385463548270251,92.48233244961843,maize
84.30947179515437,55.38065533049526,26.92009435153276,19.765280320055084,59.409724181403504,5.872876524288509,98.97922367833766,maize
74.00501036666921,41.73528029690189,49.07307890422434,26.83785884963426,73.55504566390425,7.489815645292871,68.69476246097436,maize
75.84968075610635,62.74715427112274,40.88061854161377,19.53895906339855,71.31666249981235,5.948881143673321,71.19088074113115,maize
81.47897691573654,57.78819804525109,37.402586235134336,18.914868373977548,72.5492172526076,6.031200085177412,66.47574606414021,maize
95.54992319475909,68.6695449468926,45.86382851796352,26.09516074724878,68.10483961278044,6.601714741218279,64.34933799557051,maize
76.33812852282794,51.18065551036942,27.792613512809787,25.23420113688585,64.91751470157541,5.662092431815296,71.00916009749056,maize
87.33035054638384,42.283925784709005,45.53620742146306,22.951465270139742,64.61173154653297,6.684815569319035,101.23404829625746,maize
73.91236831608772,60.34048457677191,36.97195891987373,20.670282701694212,72.57259972710315,7.094852043213856,92.92259173292128,maize
94.02326916376967,66.01882602879407,41.25088930145104,26.37013328363672,68.94942923338567,6.860281543520601,90.93056891075922,maize
90.10866558230565,44.75815315879221,46.426122775967855,26.718435277452322,55.58494566069118,7.151633501129526,66.44349337367225,maize
73.40475417036568,62.30524768874823,24.822796881449246,26.17967024119062,71.64268355915485,6.514935467521672,60.31929358584168,maize
71.48152532699652,58.507807551272265,49.435585340822705,24.318135270166685,60.196071621283195,6.768011406199223,86.99926898579278,maize
91.19381580604575,43.20941916480875,42.83083707506084,23.412665786761103,74.25984007717989,6.183744332077373,91.6310946566974,maize
97.2811242204007,43.07529183972038,48.11685461709354,24.878857223008133,56.35674118210344,6.101927133893632,95.40860443226407,maize
62.69402405875087,57.4651138052882,30.376491708588702,24.20915517767477,55.91484067625026,7.2430736123047526,108.67444845886985,maize
98.75511421142767,62.48955495228774,23.90258720391896,25.582631959290225,55.49173832917603,5.5442471030579945,76.18051095747705,maize
79.54572761618664,63.112222534233794,40.49886129819515,22.459027063767483,60.47253332563332,7.494249000315422,81.30906511179865,maize
78.05548097318702,44.90871463575007,43.84428646249788,24.936822257814885,59.41539225577521,5.664762091231685,94.02496510373565,maize
86.1804485712454,48.19778580994628,48.52590686751231,19.510578917809003,63.64669602085204,7.387231840335198,80.98636584630611,maize
85.54103790656342,51.92783193888383,28.226456070460102,27.83977647959828,63.18668012630086,7.288198407358269,71.49773029455432,maize
68.52418816100334,40.93402248653534,39.550004761276554,21.685263437237612,72.28716499679274,6.446419813383114,108.40967139573608,maize
67.42102062812485,66.05869503866832,43.297905583752254,25.70921844644052,71.89566456233776,7.022047981885998,91.31101608157077,maize
65.2497951072955,40.975785384737556,47.6254354344706,24.16650314520738,70.93074581952352,6.4630447030251,65.86540944811972,maize
65.00743168810202,60.566958616869144,32.90917684698388,20.005247267003366,64.83189093482873,5.628417874150268,89.09857009571994,maize
70.75973617740391,63.92677301911564,29.310858767707213,22.552201490818014,55.232410798162014,5.644893775589118,79.62467782033424,maize
79.19755338868494,58.00061644357911,28.749877361279097,24.949818861265427,72.2024479437841,7.0597019777867,61.980941267417855,maize
79.22027789031316,43.147905352545244,27.261350475875822,27.866625932671464,57.84991085803026,6.497776306902712,90.90778671590596,maize
88.09859882176416,56.78946050460742,20.29312542257551,21.26461308243992,65.35423286769424,5.675732998289667,77.53134656045904,maize
61.328124351654665,42.35735491465062,31.907698286047882,19.327157540430605,66.35081696523116,6.878929938274531,100.02933495545415,maize
68.0060097697924,45.024477467772094,23.137035210032007,24.364302495436366,69.12951452973802,5.563172289651284,106.81061231218449,maize
62.0788513460589,56.238890059032116,41.27181558352749,26.709691237460856,69.28173864264855,7.103456166139583,76.97250962714031,maize
92.5930045498605,42.40344539154025,46.84449968181583,23.475923761537363,71.34595539924987,6.4046365690366,92.17888475982625,maize
81.05610643744453,61.947685652659956,22.448899460917687,18.603520839905638,59.94206468020293,5.819089360226377,103.58917832961009,maize
68.76855949432178,69.27595767457393,30.106873753133208,19.82117915688699,70.79397014284959,6.817415551001752,84.90978582265694,maize
82.21454203750525,61.57605334816792,26.853642239938964,27.96333916056742,74.49586324293566,6.800651372693874,69.97712254645725,maize
87.20912969725165,42.165952269375275,20.919575066174183,20.576828885112135,64.25245913478632,7.236545010816761,96.3584534883154,maize
89.70826084799924,52.764800033442256,30.378049776408886,21.710387629846025,74.75299127472115,5.580218382824965,103.35157480612243,maize
83.14701634289574,53.158462575687714,41.757729812454095,22.866689414247027,72.46846476163321,7.3014037280225175,81.08604634367276,maize
71.07311188940207,57.77050985780087,47.37090036850073,20.106621890056665,67.45933167126965,6.763120440185041,96.65565112076405,maize
65.2627074050904,61.47474894046266,47.270975619969235,19.79683108870242,59.75086649847755,7.442790188083279,69.04884763547449,maize
94.17540373478317,54.768335693441045,27.416932232095313,26.707499012725116,63.90610510005331,6.529634707859381,77.96166846998828,maize
83.71803405739709,44.90571617755069,31.73244609955282,27.694123223352875,60.16266865402255,6.813473329082584,76.25950321123474,maize
90.93892502746402,43.92620982155049,49.094631352356345,22.53789541383639,59.72100926692928,5.646993494660025,68.48789525437704,maize
80.79095794224071,50.11009529293859,44.866500976478285,22.308875236618057,59.9742854517526,6.73428997320806,95.33886084427229,maize
25.011257237028495,56.7047686515327,71.46685707734171,22.364020150656405,19.31043622097444,6.211946313624721,86.10426122422993,chickpea
44.170104588501594,73.41417457587008,104.73085122053035,17.058412100367683,14.895356955181823,5.9046244172754845,66.42717140223287,chickpea
35.935085840030965,87.46422769179846,71.57374162674039,16.221099140100268,17.617592226267483,6.900812526291857,72.90390262441876,chickpea
35.217044260651775,51.662914362015684,75.93372803848355,24.86630122958847,21.720949571488365,5.507409971401614,88.79529463558097,chickpea
39.17359813446501,84.71673178080088,88.18959422535437,20.155960285792503,17.910772642055363,6.500296386319157,68.49128136890782,chickpea
20.899207696180337,62.31719766364763,98.18723050946588,17.018534521229483,19.38745946659934,6.954868069160906,67.34751789473546,chickpea
40.17806354675379,67.75000877218284,104.72569017510021,16.77149789447386,19.541007617809317,6.757172934472165,88.61535548685058,chickpea
40.49744084868938,69.8869905603371,94.71388960804856,23.68904984478718,18.564877973110637,5.5455805895452555,88.27371738767445,chickpea
40.68580253094683,77.06053543108986,78.62700609590868,21.58885470232657,17.150915245233268,6.476849465562238,67.66482575769977,chickpea
39.735359138091084,89.97654903082666,71.92848155442223,24.771741842213174,17.255263685782964,6.8061301755058885,84.55963710145684,chickpea
37.01048782960004,79.53796837005306,105.14062245205392,19.04140321651033,16.616265292505908,6.501390078345377,85.19614854853147,chickpea
42.868554043298474,81.91254595434538,87.42333259251731,23.178342161750216,14.961672442964868,6.316733646941274,65.14396651245303,chickpea
29.73757489700811,64.65846139485592,85.84690766437022,21.954672066898624,17.108464810162765,6.173040433933796,70.93860327185818,chickpea
31.197553748880203,59.090785090526055,72.92783695073774,21.03448593381378,19.34570238844013,6.429235519014422,76.58735109501431,chickpea
31.393573405376895,84.53334598287302,90.76327140544872,19.791818776297312,14.205136526451486,6.011871741439235,74.50489046964643,chickpea
31.964683426907015,73.2068947690933,91.34410186907513,21.079050927934446,20.119066092337025,6.71947860807414,82.95307690566236,chickpea
48.66571087864804,50.729303307054465,77.83111942734185,15.075628749781421,19.179797713236823,6.84704582342498,71.08705741440748,chickpea
47.8110363438892,52.41069561158243,107.37744107222056,18.516226872396345,14.811366627593731,6.228807638779489,71.4194141930127,chickpea
28.546187058857683,62.29159859705146,102.12103591330654,20.391612766752544,16.49046159324803,6.415500674966378,82.90376685557985,chickpea
28.17872002200601,66.54196406101406,74.87544373347791,16.811493495346802,19.44894283171986,5.77215752154344,78.1290845916765,chickpea
41.27138785167298,54.275076923789754,92.69248878515614,17.565627837013636,21.703415001900638,6.225318470079888,85.14981374437895,chickpea
36.50679626468785,51.736501314192765,95.32605502376089,24.514033422066568,18.81289456117065,6.7287832891401855,87.1051615837102,chickpea
26.842393158467974,58.48179359632907,94.43923955403967,19.110284698067048,20.71889042293376,6.850034685097016,73.83553448256795,chickpea
27.10611676923446,81.22102060975448,80.99224142192544,23.226143185136785,17.3899060291901,6.501324848937205,67.3883828458667,chickpea
38.715779740297194,68.07070714948917,93.46433852701897,16.680142077448636,19.894989959553456,6.794195616314843,70.4184950022694,chickpea
22.87143666560485,50.94554344185346,95.67886001773064,21.070940360887807,18.37357930171256,5.847920644173963,74.77264989763786,chickpea
37.83429005558519,69.87067435436677,109.51142080859549,16.36439752556733,19.56115643238075,6.106478152156438,75.70499037314036,chickpea
41.52793296974529,77.69744605297478,109.65023974808753,16.28394289454125,14.83287719507333,6.586508225693112,79.45967292516022,chickpea
28.224819996794174,53.176774759559464,73.42632998385722,23.941908746641182,15.534938597749942,5.985057343173281,70.6664100556747,chickpea
30.64988917495812,52.77695370984374,90.76239163633082,15.67612563592215,20.402852062578894,5.850568122865649,78.50029786511277,chickpea
46.40237262684374,76.03509476188776,91.31831146205342,18.243337531153756,16.664015304465583,6.504230432797286,89.85348403052919,chickpea
39.85517569548136,72.311336694801,99.22602040956984,19.65205612283718,14.481138740806282,6.343445223816865,88.9406321126345,chickpea
25.25908827072979,77.60019563282663,78.03734754636226,20.358276844730813,14.773411597173757,6.175556404387278,83.90408322238116,chickpea
30.42714572716946,76.59646897948872,101.81799843158916,24.27177819479453,15.877136654843628,6.0989738737139625,68.81040033326043,chickpea
49.77450506475125,87.08003871697181,91.59828521122239,23.420332943764212,18.167663818176337,6.4353785320041395,67.22811080290042,chickpea
